Uniprot	Gene_name	Used_as_a_bait_in_this_study	Number_of_citations (if_the_kinase_is_used_as_a_bait_here)	Family	Family_simple	Subfamily	Primary Reference: http://www.uniprot.org/docs/pkinfam.txt	Primary reference: original Uniprot annotation (as of 160708)	Secondary reference: original Manning annotation (as of 160708)	Notes
Q8NFD2	SgK288	TRUE	114	TKL Ser/Thr protein kinase family	TKL	Manning: RIPK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:RIPK	"	/
Q9Y572	RIPK3	FALSE	/	TKL Ser/Thr protein kinase family	TKL	Manning: RIPK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:RIPK	"	/
Q59H18	TNNI3K	TRUE	35	TKL Ser/Thr protein kinase family	TKL	MAP kinase kinase kinase subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	TKL : MLK : HH498	/
O43187	IRAK2	TRUE	50	TKL Ser/Thr protein kinase family	TKL	Pelle subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; Pelle subfamily	"TKL:IRAK	"	/
P51617	IRAK1	TRUE	237	TKL Ser/Thr protein kinase family	TKL	Pelle subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; Pelle subfamily	"TKL:IRAK	"	/
Q9NWZ3	IRAK4	TRUE	130	TKL Ser/Thr protein kinase family	TKL	Pelle subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; Pelle subfamily	"TKL:IRAK	"	/
Q9Y616	IRAK3	TRUE	60	TKL Ser/Thr protein kinase family	TKL	Pelle subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; Pelle subfamily	TKL : IRAK	/
P04049	RAF1	TRUE	519	TKL Ser/Thr protein kinase family	TKL	RAF subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; RAF subfamily	"TKL:RAF:RAF	"	/
P10398	ARAF	TRUE	76	TKL Ser/Thr protein kinase family	TKL	RAF subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; RAF subfamily	"TKL:RAF:RAF	"	/
P15056	BRAF	TRUE	1764	TKL Ser/Thr protein kinase family	TKL	RAF subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; RAF subfamily	"TKL:RAF:RAF	"	/
Q38SD2	LRRK1	TRUE	34	TKL Ser/Thr protein kinase family	TKL	ROCO subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; ROCO subfamily	"TKL:LRRK	"	/
O00238	BMPR1B	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR1	"	/
P27037	ACVR2A	TRUE	105	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	TKL : STKR : STKR2	/
P36894	BMPR1A	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR1	"	/
P36896	ALK4	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR1	"	/
P36897	TGFbR1	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR1	"	/
P37023	ALK1	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR1	"	/
P37173	TGFbR2	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR2	"	/
Q04771	ACVR1	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	TKL : STKR : STKR1	/
Q13705	ACVR2B	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	TKL : STKR : STKR2	/
Q13873	BMPR2	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR2	"	/
Q16671	MISR2	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR2	"	/
Q8NER5	ALK7	FALSE	/	TKL Ser/Thr protein kinase family	TKL	TGFB receptor subfamily	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family; TGFB receptor subfamily	"TKL:STKR:STKR1	"	/
O15146	MUSK	FALSE	/	Tyr protein kinase family	Tyr	Manning: Musk	Tyr	Protein kinase superfamily; Tyr protein kinase family	"TK:Musk	"	/
P07949	RET	FALSE	/	Tyr protein kinase family	Tyr	Manning: Ret	Tyr	Protein kinase superfamily; Tyr protein kinase family	"TK:Ret	"	/
P08581	MET	FALSE	/	Tyr protein kinase family	Tyr	Manning: Met	Tyr	Protein kinase superfamily; Tyr protein kinase family	"TK:Met	"	/
P34925	RYK	FALSE	/	Tyr protein kinase family	Tyr	Manning: Ryk	Tyr	Protein kinase superfamily; Tyr protein kinase family	"TK:Ryk	"	/
Q04912	RON	FALSE	/	Tyr protein kinase family	Tyr	Manning: Met	Tyr	Protein kinase superfamily; Tyr protein kinase family	"TK:Met	"	/
Q07912	TNK2	TRUE	101	Tyr protein kinase family	Tyr	Manning: Ack	Tyr	Protein kinase superfamily; Tyr protein kinase family	TK : Ack	/
Q13470	TNK1	TRUE	19	Tyr protein kinase family	Tyr	Manning: Ack	Tyr	Protein kinase superfamily; Tyr protein kinase family	"TK:Ack	"	/
Q6J9G0	STYK1	TRUE	27	Tyr protein kinase family	Tyr	/	Tyr	Protein kinase superfamily; Tyr protein kinase family	TK : TK-Unique	/
Q6ZMQ8	LMR1	FALSE	/	Tyr protein kinase family	Tyr	Manning: Lmr	Tyr	Protein kinase superfamily; Tyr protein kinase family	"TK:Lmr	"	/
Q8IWU2	LMR2	FALSE	/	Tyr protein kinase family	Tyr	Manning: Lmr	Tyr	Protein kinase superfamily; Tyr protein kinase family	"TK:Lmr	"	/
Q96Q04	LMTK3	FALSE	/	Tyr protein kinase family	Tyr	Manning: Lmr	Tyr	Protein kinase superfamily; Tyr protein kinase family	TK : Lmr	/
P00519	ABL1	FALSE	/	Tyr protein kinase family	Tyr	ABL subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; ABL subfamily	"TK:Abl	"	/
P42684	ABL2	TRUE	91	Tyr protein kinase family	Tyr	ABL subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; ABL subfamily	"TK:Abl	"	/
P30530	AXL	TRUE	196	Tyr protein kinase family	Tyr	AXL/UFO subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; AXL/UFO subfamily	"TK:Axl	"	/
Q06418	TYRO3	FALSE	/	Tyr protein kinase family	Tyr	AXL/UFO subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; AXL/UFO subfamily	"TK:Axl	"	/
Q12866	MERTK	FALSE	/	Tyr protein kinase family	Tyr	AXL/UFO subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; AXL/UFO subfamily	"TK:Axl	"	/
Q13882	BRK	FALSE	/	Tyr protein kinase family	Tyr	BRK/PTK6/SIK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; BRK/PTK6/SIK subfamily	"TK:Src:SRM	"	/
P07333	FMS	FALSE	/	Tyr protein kinase family	Tyr	CSF-1/PDGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSF-1/PDGF receptor subfamily	"TK:PDGFR	"	/
P09619	PDGFRb	FALSE	/	Tyr protein kinase family	Tyr	CSF-1/PDGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSF-1/PDGF receptor subfamily	"TK:PDGFR	"	/
P10721	KIT	FALSE	/	Tyr protein kinase family	Tyr	CSF-1/PDGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSF-1/PDGF receptor subfamily	"TK:PDGFR	"	/
P16234	PDGFRa	FALSE	/	Tyr protein kinase family	Tyr	CSF-1/PDGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSF-1/PDGF receptor subfamily	"TK:PDGFR	"	/
P17948	FLT1	FALSE	/	Tyr protein kinase family	Tyr	CSF-1/PDGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSF-1/PDGF receptor subfamily	"TK:VEGFR	"	/
P35916	FLT4	FALSE	/	Tyr protein kinase family	Tyr	CSF-1/PDGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSF-1/PDGF receptor subfamily	"TK:VEGFR	"	/
P35968	KDR	FALSE	/	Tyr protein kinase family	Tyr	CSF-1/PDGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSF-1/PDGF receptor subfamily	"TK:VEGFR	"	/
P36888	FLT3	TRUE	584	Tyr protein kinase family	Tyr	CSF-1/PDGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSF-1/PDGF receptor subfamily	"TK:PDGFR	"	/
P41240	CSK	TRUE	224	Tyr protein kinase family	Tyr	CSK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSK subfamily	"TK:Csk	"	/
P42679	CTK	FALSE	/	Tyr protein kinase family	Tyr	CSK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; CSK subfamily	"TK:Csk	"	/
P00533	EGFR	FALSE	/	Tyr protein kinase family	Tyr	EGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; EGF receptor subfamily	"TK:EGFR	"	/
P04626	ErbB2	FALSE	/	Tyr protein kinase family	Tyr	EGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; EGF receptor subfamily	"TK:EGFR	"	/
P21860	ErbB3	FALSE	/	Tyr protein kinase family	Tyr	EGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; EGF receptor subfamily	"TK:EGFR	"	/
Q15303	ErbB4	FALSE	/	Tyr protein kinase family	Tyr	EGF receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; EGF receptor subfamily	"TK:EGFR	"	/
O15197	EphB6	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P21709	EphA1	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P29317	EphA2	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P29320	EphA3	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P29322	EphA8	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P29323	EphB2	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P54753	EphB3	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P54756	EphA5	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P54760	EphB4	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P54762	EphB1	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
P54764	EphA4	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
Q15375	EphA7	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
Q5JZY3	EphA10	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
Q9UF33	EphA6	FALSE	/	Tyr protein kinase family	Tyr	Ephrin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Ephrin receptor subfamily	"TK:Eph	"	/
Q05397	FAK	TRUE	766	Tyr protein kinase family	Tyr	FAK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; FAK subfamily	"TK:FAK	"	/
Q14289	PYK2	TRUE	281	Tyr protein kinase family	Tyr	FAK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; FAK subfamily	"TK:FAK	"	/
P07332	FES	TRUE	87	Tyr protein kinase family	Tyr	Fes/fps subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Fes/fps subfamily	"TK:Fer	"	/
P16591	FER	TRUE	76	Tyr protein kinase family	Tyr	Fes/fps subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Fes/fps subfamily	"TK:Fer	"	/
P11362	FGFR1	FALSE	/	Tyr protein kinase family	Tyr	Fibroblast growth factor receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Fibroblast growth factor receptor subfamily	"TK:FGFR	"	/
P21802	FGFR2	FALSE	/	Tyr protein kinase family	Tyr	Fibroblast growth factor receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Fibroblast growth factor receptor subfamily	"TK:FGFR	"	/
P22455	FGFR4	FALSE	/	Tyr protein kinase family	Tyr	Fibroblast growth factor receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Fibroblast growth factor receptor subfamily	"TK:FGFR	"	/
P22607	FGFR3	FALSE	/	Tyr protein kinase family	Tyr	Fibroblast growth factor receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Fibroblast growth factor receptor subfamily	"TK:FGFR	"	/
P04629	TRKA	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:Trk	"	/
P06213	INSR	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:InsR	"	/
P08069	IGF1R	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:InsR	"	/
P08922	ROS	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:Sev	"	/
P14616	IRR	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:InsR	"	/
P29376	LTK	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:ALK	"	/
Q08345	DDR1	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:DDR	"	/
Q13308	CCK4	TRUE	52	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:CCK4	"	/
Q16288	TRKC	TRUE	136	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:Trk	"	/
Q16620	TRKB	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:Trk	"	/
Q16832	DDR2	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:DDR	"	/
Q9UM73	ALK	FALSE	/	Tyr protein kinase family	Tyr	Insulin receptor subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Insulin receptor subfamily	"TK:ALK	"	/
O60674	JAK2	FALSE	/	Tyr protein kinase family	Tyr	JAK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; JAK subfamily	"TK:Jak	"	/
P23458	JAK1	FALSE	/	Tyr protein kinase family	Tyr	JAK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; JAK subfamily	"TK:Jak	"	/
P29597	TYK2	FALSE	/	Tyr protein kinase family	Tyr	JAK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; JAK subfamily	"TK:Jak	"	/
P52333	JAK3	TRUE	209	Tyr protein kinase family	Tyr	JAK subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; JAK subfamily	"TK:Jak	"	/
Q01973	ROR1	FALSE	/	Tyr protein kinase family	Tyr	ROR subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; ROR subfamily	"TK:Ror	"	/
Q01974	ROR2	FALSE	/	Tyr protein kinase family	Tyr	ROR subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; ROR subfamily	"TK:Ror	"	/
P06239	LCK	TRUE	474	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:SrcB	"	/
P06241	FYN	TRUE	533	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:SrcA	"	/
P07947	YES	TRUE	147	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:SrcA	"	/
P07948	LYN	TRUE	367	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:SrcB	"	/
P08631	HCK	TRUE	220	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:SrcB	"	/
P09769	FGR	TRUE	94	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:SrcA	"	/
P12931	SRC	TRUE	1199	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:SrcA	"	/
P42685	FRK	TRUE	40	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:Frk	"	/
P51451	BLK	TRUE	87	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	"TK:Src:SrcB	"	/
Q9H3Y6	SRMS	TRUE	8	Tyr protein kinase family	Tyr	SRC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SRC subfamily	TK : Src : SRM	/
P43403	ZAP70	FALSE	/	Tyr protein kinase family	Tyr	SYK/ZAP-70 subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SYK/ZAP-70 subfamily	"TK:Syk	"	/
P43405	SYK	TRUE	456	Tyr protein kinase family	Tyr	SYK/ZAP-70 subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; SYK/ZAP-70 subfamily	"TK:Syk	"	/
P42680	TEC	TRUE	67	Tyr protein kinase family	Tyr	TEC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; TEC subfamily	"TK:Tec	"	/
P42681	TXK	FALSE	/	Tyr protein kinase family	Tyr	TEC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; TEC subfamily	"TK:Tec	"	/
P51813	BMX	TRUE	67	Tyr protein kinase family	Tyr	TEC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; TEC subfamily	"TK:Tec	"	/
Q06187	BTK	TRUE	271	Tyr protein kinase family	Tyr	TEC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; TEC subfamily	"TK:Tec	"	/
Q08881	ITK	TRUE	96	Tyr protein kinase family	Tyr	TEC subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; TEC subfamily	"TK:Tec	"	/
P35590	TIE1	FALSE	/	Tyr protein kinase family	Tyr	Tie subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Tie subfamily	"TK:Tie	"	/
Q02763	TIE2	FALSE	/	Tyr protein kinase family	Tyr	Tie subfamily	Tyr	Protein kinase superfamily; Tyr protein kinase family; Tie subfamily	"TK:Tie	"	/
