Unip_ID	Kin_name	NetPhorest	Family	Subfamily	Alt_name	Classif_based_on	
P07948	LYN	Src_group	Tyr	SRC	/	KINASE	Lyn
P06239	LCK	Src_group	Tyr	SRC	/	KINASE	Lck
P09769	FGR	Src_group	Tyr	SRC	/	KINASE	Fgr
P06241	FYN	Src_group	Tyr	SRC	/	KINASE	Fyn
P12931	SRC	Src_group	Tyr	SRC	/	KINASE	Src
P07947	YES	Src_group	Tyr	SRC	/	KINASE	Yes
P42685	FRK	Src_group	Tyr	SRC	/	KINASE	FRK
P51451	BLK	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	BLK
P08631	HCK	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	HCK
P07948	LYN	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Lyn
P06239	LCK	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Lck
P09769	FGR	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Fgr
P06241	FYN	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Fyn
P12931	SRC	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Src
P07947	YES	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Yes
P42685	FRK	FRK_BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	FRK
P51451	BLK	BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	BLK
P08631	HCK	BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	HCK
P07948	LYN	BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Lyn
P06239	LCK	BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Lck
P09769	FGR	BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Fgr
P06241	FYN	BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Fyn
P12931	SRC	BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Src
P07947	YES	BLK_Lck_HCK_Lyn_Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Yes
P51451	BLK	BLK_Lck_HCK_Lyn_group	Tyr	SRC	/	KINASE	BLK
P08631	HCK	BLK_Lck_HCK_Lyn_group	Tyr	SRC	/	KINASE	HCK
P07948	LYN	BLK_Lck_HCK_Lyn_group	Tyr	SRC	/	KINASE	Lyn
P06239	LCK	BLK_Lck_HCK_Lyn_group	Tyr	SRC	/	KINASE	Lck
P51451	BLK	BLK	Tyr	SRC	/	KINASE	BLK
P08631	HCK	Lck_HCK_Lyn_group	Tyr	SRC	/	KINASE	HCK
P07948	LYN	Lck_HCK_Lyn_group	Tyr	SRC	/	KINASE	Lyn
P06239	LCK	Lck_HCK_Lyn_group	Tyr	SRC	/	KINASE	Lck
P08631	HCK	HCK_Lyn_group	Tyr	SRC	/	KINASE	HCK
P07948	LYN	HCK_Lyn_group	Tyr	SRC	/	KINASE	Lyn
P08631	HCK	HCK	Tyr	SRC	/	KINASE	HCK
P07948	LYN	Lyn	Tyr	SRC	/	KINASE	Lyn
P06239	LCK	Lck	Tyr	SRC	/	KINASE	Lck
P09769	FGR	Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Fgr
P06241	FYN	Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Fyn
P12931	SRC	Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Src
P07947	YES	Fgr_Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Yes
P09769	FGR	Fgr	Tyr	SRC	/	KINASE	Fgr
P06241	FYN	Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Fyn
P12931	SRC	Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Src
P07947	YES	Fyn_Src_Yes_group	Tyr	SRC	/	KINASE	Yes
P06241	FYN	Fyn	Tyr	SRC	/	KINASE	Fyn
P12931	SRC	Src_Yes_group	Tyr	SRC	/	KINASE	Src
P07947	YES	Src_Yes_group	Tyr	SRC	/	KINASE	Yes
P12931	SRC	Src	Tyr	SRC	/	KINASE	Src
P07947	YES	Yes	Tyr	SRC	/	KINASE	Yes
P42685	FRK	FRK	Tyr	SRC	/	KINASE	FRK
P41240	CSK	Csk_group	Tyr	CSK	/	KINASE	Csk
P41240	CSK	Csk	Tyr	CSK	/	KINASE	Csk
P16591	FER	Fer_group	Tyr	Fes/fps	/	KINASE	Fer
P07332	FES	Fer_group	Tyr	Fes/fps	/	KINASE	Fes
P16591	FER	Fer	Tyr	Fes/fps	/	KINASE	Fer
P07332	FES	Fes	Tyr	Fes/fps	/	KINASE	Fes
Q07912	TNK2	TNK2_group	Tyr	/	/	KINASE	TNK2
Q13470	TNK1	TNK2_group	Tyr	/	/	KINASE	TNK1
Q07912	TNK2	TNK2	Tyr	/	/	KINASE	TNK2
Q13470	TNK1	TNK1	Tyr	/	/	KINASE	TNK1
P52333	JAK3	JAK_group	Tyr	JAK	/	KINASE	JAK3
P52333	JAK3	JAK2_JAK3_group	Tyr	JAK	/	KINASE	JAK3
P52333	JAK3	JAK3	Tyr	JAK	/	KINASE	JAK3
Q13308	CCK4	CCK4	Tyr	Insulin receptor	/	KINASE	CCK4
Q16288	TRKC	Trk_group	Tyr	Insulin receptor	/	KINASE	TRKC
Q16288	TRKC	TRKB_TRKC_group	Tyr	Insulin receptor	/	KINASE	TRKC
Q16288	TRKC	TRKC	Tyr	Insulin receptor	/	KINASE	TRKC
P30530	AXL	Axl_group	Tyr	AXL/UFO	/	KINASE	Axl
P30530	AXL	Axl_Mer_group	Tyr	AXL/UFO	/	KINASE	Axl
P30530	AXL	Axl	Tyr	AXL/UFO	/	KINASE	Axl
P36888	FLT3	FLT3_CSF1R_Kit_PDGFR_group	Tyr	CSF-1/PDGF receptor	/	KINASE	FLT3
P36888	FLT3	FLT3_CSF1R_Kit_group	Tyr	CSF-1/PDGF receptor	/	KINASE	FLT3
P36888	FLT3	FLT3	Tyr	CSF-1/PDGF receptor	/	KINASE	FLT3
Q05397	FAK	FAK_group	Tyr	FAK	/	KINASE	FAK
Q14289	PYK2	FAK_group	Tyr	FAK	/	KINASE	PYK2
Q05397	FAK	FAK	Tyr	FAK	/	KINASE	FAK
Q14289	PYK2	PYK2	Tyr	FAK	/	KINASE	PYK2
P43405	SYK	Syk_group	Tyr	SYK/ZAP-70	/	KINASE	Syk
P43405	SYK	Syk	Tyr	SYK/ZAP-70	/	KINASE	Syk
Q8IWB6	TEX14	SgK307	other	/	SGK307	KINASE	SgK307
Q7Z7A4	PXK	Slob	other	/	SLOB	KINASE	Slob
Q96KG9	SCYL1	SCYL_group	other	/	/	KINASE	SCYL1
Q8IZE3	SCYL3	SCYL_group	other	/	/	KINASE	SCYL3
Q6P3W7	SCYL2	SCYL_group	other	/	/	KINASE	SCYL2
Q96KG9	SCYL1	SCYL1_SCYL3_group	other	/	/	KINASE	SCYL1
Q8IZE3	SCYL3	SCYL1_SCYL3_group	other	/	/	KINASE	SCYL3
Q96KG9	SCYL1	SCYL1	other	/	/	KINASE	SCYL1
Q8IZE3	SCYL3	SCYL3	other	/	/	KINASE	SCYL3
Q6P3W7	SCYL2	SCYL2	other	/	/	KINASE	SCYL2
Q9UHY1	NRBP1	NRBP_group	other	/	/	KINASE	NRBP1
Q9NSY0	NRBP2	NRBP_group	other	/	/	KINASE	NRBP2
Q9UHY1	NRBP1	NRBP1	other	/	/	KINASE	NRBP1
Q9NSY0	NRBP2	NRBP2	other	/	/	KINASE	NRBP2
Q9BYP7	Wnk3	Wnk_group	other	WNK	/	KINASE	Wnk3
Q9BYP7	Wnk3	Wnk1_Wnk3_Wnk4_group	other	WNK	/	KINASE	Wnk3
Q9BYP7	Wnk3	Wnk1_Wnk3_group	other	WNK	/	KINASE	Wnk3
Q9BYP7	Wnk3	Wnk3	other	WNK	/	KINASE	Wnk3
O00418	eEF2K	Alpha_group	Atypical	Alpha-type protein kinase family/ALPK	/	KINASE	eEF2K
O00418	eEF2K	AlphaK2_AlphaK1_eEF2K_group	Atypical	Alpha-type protein kinase family/ALPK	/	KINASE	eEF2K
O00418	eEF2K	eEF2K	Atypical	Alpha-type protein kinase family/ALPK	/	KINASE	eEF2K
Q7Z695	ADCK2	ABC1	Atypical	ADCK protein kinase family	/	KINASE	ADCK2
Q8NI60	ADCK3	ABC1	Atypical	ADCK protein kinase family	/	KINASE	ADCK3
Q96D53	ADCK4	ABC1	Atypical	ADCK protein kinase family	/	KINASE	ADCK4
Q86TW2	ADCK1	ABC1	Atypical	ADCK protein kinase family	/	KINASE	ADCK1
Q7Z695	ADCK2	ADCK2	Atypical	ADCK protein kinase family	/	KINASE	ADCK2
Q8NI60	ADCK3	ADCK3_ADCK4_group	Atypical	ADCK protein kinase family	/	KINASE	ADCK3
Q96D53	ADCK4	ADCK3_ADCK4_group	Atypical	ADCK protein kinase family	/	KINASE	ADCK4
Q8NI60	ADCK3	ADCK3	Atypical	ADCK protein kinase family	/	KINASE	ADCK3
Q96D53	ADCK4	ADCK4	Atypical	ADCK protein kinase family	/	KINASE	ADCK4
Q86TW2	ADCK1	ADCK1_ADCK5_group	Atypical	ADCK protein kinase family	/	KINASE	ADCK1
Q86TW2	ADCK1	ADCK1	Atypical	ADCK protein kinase family	/	KINASE	ADCK1
O14874	BCKDK	PDHK_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	BCKDK
Q16654	PDHK4	PDHK_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK4
Q15120	PDHK3	PDHK_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK3
Q15118	PDHK1	PDHK_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK1
Q15119	PDHK2	PDHK_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK2
O14874	BCKDK	BCKDK_PDHK4_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	BCKDK
Q16654	PDHK4	BCKDK_PDHK4_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK4
O14874	BCKDK	BCKDK	Atypical	PDK/BCKDK protein kinase family	/	KINASE	BCKDK
Q16654	PDHK4	PDHK4	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK4
Q15120	PDHK3	PDHK3_PDHK1_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK3
Q15118	PDHK1	PDHK3_PDHK1_group	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK1
Q15120	PDHK3	PDHK3	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK3
Q15118	PDHK1	PDHK1	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK1
Q15119	PDHK2	PDHK2	Atypical	PDK/BCKDK protein kinase family	/	KINASE	PDHK2
Q9BVS4	RIOK2	RIO_group	Atypical	RIO-type Ser/Thr kinase family	/	KINASE	RIOK2
Q9BRS2	RIOK1	RIO_group	Atypical	RIO-type Ser/Thr kinase family	/	KINASE	RIOK1
Q9BVS4	RIOK2	RIOK2	Atypical	RIO-type Ser/Thr kinase family	/	KINASE	RIOK2
Q9BRS2	RIOK1	RIOK1	Atypical	RIO-type Ser/Thr kinase family	/	KINASE	RIOK1
P17612	PKACa	AGC_group	AGC	cAMP	/	FAM	/
P22612	PRKACG	AGC_group	AGC	cAMP	/	FAM	/
P22694	PRKACB	AGC_group	AGC	cAMP	/	FAM	/
Q13976	PRKG1	AGC_group	AGC	cGMP	/	FAM	/
Q05513	PRKCZ	AGC_group	AGC	PKC	/	FAM	/
Q05655	PRKCD	AGC_group	AGC	PKC	/	FAM	/
P31751	AKT2	AGC_group	AGC	RAC	/	FAM	/
O75582	MSK1	AGC_group	AGC	S6 kinase	/	FAM	/
P23443	RPS6KB1	AGC_group	AGC	S6 kinase	/	FAM	/
Q9UBS0	RPS6KB2	AGC_group	AGC	S6 kinase	/	FAM	/
Q14296	FASTK	MISSING	Atypical	FAST protein kinase family	/	/	/
Q15746	MYLK	CAMK_group	CAMK	/	/	FAM	/
Q8NCB2	CAMKV	CAMK_group	CAMK	/	/	FAM	/
Q9H1R3	MYLK2	CAMK_group	CAMK	/	/	FAM	/
Q13554	CaMK2b	CAMK_group	CAMK	CaMK	/	FAM	/
Q13555	CaMK2g	CAMK_group	CAMK	CaMK	/	FAM	/
Q13557	CaMK2d	CAMK_group	CAMK	CaMK	/	FAM	/
Q14012	CAMK1	CAMK_group	CAMK	CaMK	/	FAM	/
Q9UQM7	CaMK2a	CAMK_group	CAMK	CaMK	/	FAM	/
O94806	PRKD3	CAMK_group	CAMK	PKD	/	FAM	/
Q13131	PRKAA1	CAMK_group	CAMK	SNF1	/	FAM	/
P48729	CSNK1A1	CK_group	CK	Casein kinase I	/	FAM	/
P48730	CSNK1D	CK_group	CK	Casein kinase I	/	FAM	/
P49674	CSNK1E	CK_group	CK	Casein kinase I	/	FAM	/
P78368	CK1g2	CK_group	CK	Casein kinase I	/	FAM	/
Q9HCP0	CSNK1G1	CK_group	CK	Casein kinase I	/	FAM	/
Q9Y6M4	CSNK1G3	CK_group	CK	Casein kinase I	/	FAM	/
Q9UQ88	CDK11a	CMGC_group	CMGC	CDC2/CDKX	/	FAM	/
P11274	BCR	MISSING	Atypical	BCR	/	/	/
P42338	PIK3CB	MISSING	other	other	/	/	/
O43741	PRKAB2	MISSING	Do not consider for classification	Do not consider for classification	/	/	/
P54619	PRKAG1	MISSING	Do not consider for classification	Do not consider for classification	/	/	/
Q12792	TWF1	MISSING	Do not consider for classification	Do not consider for classification	/	/	/
P49842	G11	MISSING	Atypical	STK19	/	/	/
Q9UGI9	PRKAG3	MISSING	Do not consider for classification	Do not consider for classification	/	/	/
Q9UGJ0	PRKAG2	MISSING	Do not consider for classification	Do not consider for classification	/	/	/
Q9UJY1	HSPB8	MISSING	Do not consider for classification	Do not consider for classification	/	/	/
Q9Y6S9	RPS6KL1	AGC_group	AGC	S6 kinase	/	FAM	/
Q9NRP7	STK36	Fused	other	Fused	/	SUBFAM	/
Q99570	PIK3R4	PIK3R_group	other	/	/	EXTRA	/
O14965	AurA	AuroraA	other	Aurora	/	SUBFAM	/
O14965	AurA	Aurora_group	other	Aurora	/	SUBFAM	/
O14965	AurA	AuroraB	other	Aurora	/	SUBFAM	/
O14965	AurA	AuroraC	other	Aurora	/	SUBFAM	/
O14965	AurA	AuroraC_AuroraB_group	other	Aurora	/	SUBFAM	/
Q96GD4	AURKB	AuroraA	other	Aurora	/	SUBFAM	/
Q96GD4	AURKB	Aurora_group	other	Aurora	/	SUBFAM	/
Q96GD4	AURKB	AuroraB	other	Aurora	/	SUBFAM	/
Q96GD4	AURKB	AuroraC	other	Aurora	/	SUBFAM	/
Q96GD4	AURKB	AuroraC_AuroraB_group	other	Aurora	/	SUBFAM	/
Q9UQB9	AURKC	AuroraA	other	Aurora	/	SUBFAM	/
Q9UQB9	AURKC	Aurora_group	other	Aurora	/	SUBFAM	/
Q9UQB9	AURKC	AuroraB	other	Aurora	/	SUBFAM	/
Q9UQB9	AURKC	AuroraC	other	Aurora	/	SUBFAM	/
Q9UQB9	AURKC	AuroraC_AuroraB_group	other	Aurora	/	SUBFAM	/
P68400	CK2a1	CK2_group	other	CK2	/	SUBFAM	/
P68400	CK2a1	CK2alpha	other	CK2	/	SUBFAM	/
Q8TF76	GSG2	Haspin	other	Haspin	/	SUBFAM	/
Q7RTN6	STRADA	STE_group	STE	STE20	/	FAM	/
Q8IVH8	MAP4K3	STE_group	STE	STE20	/	FAM	/
Q9C0K7	STRADB	STE_group	STE	STE20	/	FAM	/
Q9H2K8	TAOK3	STE_group	STE	STE20	/	FAM	/
Q9UL54	TAOK2	STE_group	STE	STE20	/	FAM	/
Q59H18	TNNI3K	TKL_group	TKL	MAP kinase kinase kinase	/	FAM	/
P27037	ACVR2A	TKL_group	TKL	TGFB receptor	/	FAM	/
Q6J9G0	STYK1	TK_group	Tyr	/	/	EXTRA	/
Q9H3Y6	SRMS	Src_group	Tyr	SRC	/	SUBFAM	/
Q16512	PAK2	AGC_group	AGC	PKC	PKN1	KINASE	PKN1
Q16512	PAK2	AGC_group	AGC	PKC	PKN	KINASE	PKN1
Q16512	PAK2	AGC_group	AGC	PKC	PKN	KINASE	PKN2
Q16512	PAK2	AGC_group	AGC	PKC	PKN	KINASE	PKN3
P35626	BARK2	AGC_group	AGC	GPRK	GRK3	KINASE	GRK3
Q15835	RHOK	AGC_group	AGC	GPRK	GRK1	KINASE	GRK1
P34947	GPRK5	AGC_group	AGC	GPRK	GRK5	KINASE	GRK5
Q09013	DMPK	AGC_group	AGC	DMPK	/	KINASE	DMPK1
Q09013	DMPK	AGC_group	AGC	DMPK	/	KINASE	DMPK2
Q6DT37	DMPK2	AGC_group	AGC	DMPK	/	KINASE	DMPK2
Q13464	ROCK1	AGC_group	AGC	ROCK	/	KINASE	ROCK1
Q9Y2H1	NDR2	AGC_group	AGC	MAST	/	KINASE	NDR2
O14578	CRIK	AGC_group	AGC	CRIK	/	KINASE	CRIK
O95835	LATS1	AGC_group	AGC	LATS	/	KINASE	LATS1
O60307	MAST3	AGC_group	AGC	MAST	/	KINASE	MAST3
Q6P0Q8	MAST2	AGC_group	AGC	MAST	/	KINASE	MAST2
O15021	MAST4	AGC_group	AGC	MAST	/	KINASE	MAST4
Q96GX5	MASTL	AGC_group	AGC	MASTL	/	KINASE	MASTL
Q96LW2	SGK494	AGC_group	other	/	/	KINASE	SgK494
O43930	PRKY	AGC_group	AGC	cAMP	/	KINASE	PRKY
O00444	PLK4	AGC_group	other	CDC5/Polo	/	KINASE	PLK4
Q16512	PAK2	PKN_group	AGC	PKC	PKN1	KINASE	PKN1
Q16512	PAK2	PKN_group	AGC	PKC	PKN	KINASE	PKN1
Q16512	PAK2	PKN_group	AGC	PKC	PKN	KINASE	PKN2
Q16512	PAK2	PKN_group	AGC	PKC	PKN	KINASE	PKN3
Q16512	PAK2	PKN1_PKN2_group	AGC	PKC	PKN1	KINASE	PKN1
Q16512	PAK2	PKN1_PKN2_group	AGC	PKC	PKN	KINASE	PKN1
Q16512	PAK2	PKN1_PKN2_group	AGC	PKC	PKN	KINASE	PKN2
Q16512	PAK2	PKN1	AGC	PKC	PKN1	KINASE	PKN1
Q16512	PAK2	PKN1	AGC	PKC	PKN	KINASE	PKN1
Q16512	PAK2	PKN2	AGC	PKC	PKN	KINASE	PKN2
Q16512	PAK2	PKN3	AGC	PKC	PKN	KINASE	PKN3
P35626	BARK2	GRK_group	AGC	GPRK	GRK3	KINASE	GRK3
Q15835	RHOK	GRK_group	AGC	GPRK	GRK1	KINASE	GRK1
P34947	GPRK5	GRK_group	AGC	GPRK	GRK5	KINASE	GRK5
P35626	BARK2	GRK2_GRK3_group	AGC	GPRK	GRK3	KINASE	GRK3
P35626	BARK2	GRK3	AGC	GPRK	GRK3	KINASE	GRK3
Q15835	RHOK	GRK4_GRK5_GRK6_GRK1_GRK7_group	AGC	GPRK	GRK1	KINASE	GRK1
P34947	GPRK5	GRK4_GRK5_GRK6_GRK1_GRK7_group	AGC	GPRK	GRK5	KINASE	GRK5
Q15835	RHOK	GRK1_GRK7_group	AGC	GPRK	GRK1	KINASE	GRK1
Q15835	RHOK	GRK1	AGC	GPRK	GRK1	KINASE	GRK1
P34947	GPRK5	GRK4_GRK5_GRK6_group	AGC	GPRK	GRK5	KINASE	GRK5
P34947	GPRK5	GRK4_GRK5_group	AGC	GPRK	GRK5	KINASE	GRK5
P34947	GPRK5	GRK5	AGC	GPRK	GRK5	KINASE	GRK5
Q09013	DMPK	DMPK_group	AGC	DMPK	/	KINASE	DMPK1
Q09013	DMPK	DMPK_group	AGC	DMPK	/	KINASE	DMPK2
Q6DT37	DMPK2	DMPK_group	AGC	DMPK	/	KINASE	DMPK2
Q09013	DMPK	DMPK1	AGC	DMPK	/	KINASE	DMPK1
Q09013	DMPK	DMPK2_MRCKb_MRCKa_group	AGC	DMPK	/	KINASE	DMPK2
Q6DT37	DMPK2	DMPK2_MRCKb_MRCKa_group	AGC	DMPK	/	KINASE	DMPK2
Q09013	DMPK	DMPK2	AGC	DMPK	/	KINASE	DMPK2
Q6DT37	DMPK2	DMPK2	AGC	DMPK	/	KINASE	DMPK2
Q13464	ROCK1	ROCK_group	AGC	ROCK	/	KINASE	ROCK1
Q13464	ROCK1	ROCK1	AGC	ROCK	/	KINASE	ROCK1
Q9Y2H1	NDR2	NDR1_NDR2_group	AGC	MAST	/	KINASE	NDR2
Q9Y2H1	NDR2	NDR2	AGC	MAST	/	KINASE	NDR2
O14578	CRIK	CRIK	AGC	CRIK	/	KINASE	CRIK
O95835	LATS1	LATS1_LATS2_group	AGC	LATS	/	KINASE	LATS1
O95835	LATS1	LATS1	AGC	LATS	/	KINASE	LATS1
O60307	MAST3	MAST_group	AGC	MAST	/	KINASE	MAST3
Q6P0Q8	MAST2	MAST_group	AGC	MAST	/	KINASE	MAST2
O15021	MAST4	MAST_group	AGC	MAST	/	KINASE	MAST4
Q96GX5	MASTL	MAST_group	AGC	MASTL	/	KINASE	MASTL
O60307	MAST3	MAST3_MAST2_MAST1_MAST4_group	AGC	MAST	/	KINASE	MAST3
Q6P0Q8	MAST2	MAST3_MAST2_MAST1_MAST4_group	AGC	MAST	/	KINASE	MAST2
O15021	MAST4	MAST3_MAST2_MAST1_MAST4_group	AGC	MAST	/	KINASE	MAST4
O60307	MAST3	MAST3	AGC	MAST	/	KINASE	MAST3
Q6P0Q8	MAST2	MAST2_MAST1_MAST4_group	AGC	MAST	/	KINASE	MAST2
O15021	MAST4	MAST2_MAST1_MAST4_group	AGC	MAST	/	KINASE	MAST4
Q6P0Q8	MAST2	MAST2	AGC	MAST	/	KINASE	MAST2
O15021	MAST4	MAST1_MAST4_group	AGC	MAST	/	KINASE	MAST4
O15021	MAST4	MAST4	AGC	MAST	/	KINASE	MAST4
Q96GX5	MASTL	MASTL	AGC	MASTL	/	KINASE	MASTL
Q96LW2	SGK494	SgK494	other	/	/	KINASE	SgK494
O43930	PRKY	PRKX_PRKY_group	AGC	cAMP	/	KINASE	PRKY
O43930	PRKY	PRKY	AGC	cAMP	/	KINASE	PRKY
O00444	PLK4	PLK_group	other	CDC5/Polo	/	KINASE	PLK4
O00444	PLK4	PLK4	other	CDC5/Polo	/	KINASE	PLK4
Q8IYT8	ULK2	ULK_group	other	APG1/unc-51/ULK1	/	KINASE	ULK2
Q8IYT8	ULK2	ULK1_ULK2_ULK3_group	other	APG1/unc-51/ULK1	/	KINASE	ULK2
Q8IYT8	ULK2	ULK1_ULK2_group	other	APG1/unc-51/ULK1	/	KINASE	ULK2
Q8IYT8	ULK2	ULK2	other	APG1/unc-51/ULK1	/	KINASE	ULK2
Q9C098	DCLK3	CAMK_group	CAMK	CaMK	DCAMKL3	KINASE	DCAMKL3
Q16816	PHKg1	CAMK_group	CAMK	/	/	KINASE	PHKg1
Q16816	PHKg1	CAMK_group	CAMK	/	PHKG	KINASE	PHKg2
P49137	MAPKAPK2	CAMK_group	CAMK	MK2	/	KINASE	MAPKAPK2
Q15139	PRKD1	CAMK_group	CAMK	PKD	PKD1	KINASE	PKD1
Q15139	PRKD1	CAMK_group	CAMK	PKD	PKD	KINASE	PKD1
Q15139	PRKD1	CAMK_group	CAMK	PKD	PKD	KINASE	PKD3
Q15139	PRKD1	CAMK_group	CAMK	PKD	PKD	KINASE	PKD2
Q9P0L2	MARK1	CAMK_group	CAMK	SNF1	MARK	KINASE	MARK3
Q9P0L2	MARK1	CAMK_group	CAMK	SNF1	MARK	KINASE	MARK2
Q9P0L2	MARK1	CAMK_group	CAMK	SNF1	/	KINASE	MARK1
Q96L34	MARK4	CAMK_group	CAMK	SNF1	/	KINASE	MARK4
Q9H0K1	QIK	CAMK_group	CAMK	SNF1	/	KINASE	QIK
P57058	HUNK	CAMK_group	CAMK	SNF1	/	KINASE	HUNK
Q6SA08	TSSK4	CAMK_group	CAMK	/	/	KINASE	TSSK4
Q96RG2	PASK	CAMK_group	CAMK	PASK	/	KINASE	PASK
Q9UIK4	DAPK2	CAMK_group	CAMK	DAP kinase	/	KINASE	DAPK2
Q9UEE5	DRAK1	CAMK_group	CAMK	DAP kinase	/	KINASE	DRAK1
Q8WZ42	TTN	CAMK_group	CAMK	/	/	KINASE	TTN
O75962	Trio	CAMK_group	CAMK	/	/	KINASE	Trio
O60229	Trad	CAMK_group	CAMK	/	/	KINASE	Trad
Q15772	SPEG	CAMK_group	CAMK	/	/	KINASE	SPEG
Q9C098	DCLK3	DCAMKL_group	CAMK	CaMK	DCAMKL3	KINASE	DCAMKL3
Q9C098	DCLK3	DCAMKL3	CAMK	CaMK	DCAMKL3	KINASE	DCAMKL3
Q16816	PHKg1	PHK_group	CAMK	/	/	KINASE	PHKg1
Q16816	PHKg1	PHK_group	CAMK	/	PHKG	KINASE	PHKg2
Q16816	PHKg1	PHKg1	CAMK	/	/	KINASE	PHKg1
Q16816	PHKg1	PHKg2	CAMK	/	PHKG	KINASE	PHKg2
P49137	MAPKAPK2	MAPKAPK_group	CAMK	MK2	/	KINASE	MAPKAPK2
P49137	MAPKAPK2	MAPKAPK2_MAPKAPK3_group	CAMK	MK2	/	KINASE	MAPKAPK2
P49137	MAPKAPK2	MAPKAPK2	CAMK	MK2	/	KINASE	MAPKAPK2
Q15139	PRKD1	PKD_group	CAMK	PKD	PKD1	KINASE	PKD1
Q15139	PRKD1	PKD_group	CAMK	PKD	PKD	KINASE	PKD1
Q15139	PRKD1	PKD_group	CAMK	PKD	PKD	KINASE	PKD3
Q15139	PRKD1	PKD_group	CAMK	PKD	PKD	KINASE	PKD2
Q15139	PRKD1	PKD1_PKD3_group	CAMK	PKD	PKD1	KINASE	PKD1
Q15139	PRKD1	PKD1_PKD3_group	CAMK	PKD	PKD	KINASE	PKD1
Q15139	PRKD1	PKD1_PKD3_group	CAMK	PKD	PKD	KINASE	PKD3
Q15139	PRKD1	PKD1	CAMK	PKD	PKD1	KINASE	PKD1
Q15139	PRKD1	PKD1	CAMK	PKD	PKD	KINASE	PKD1
Q15139	PRKD1	PKD3	CAMK	PKD	PKD	KINASE	PKD3
Q15139	PRKD1	PKD2	CAMK	PKD	PKD	KINASE	PKD2
Q9P0L2	MARK1	MARK_group	CAMK	SNF1	MARK	KINASE	MARK3
Q9P0L2	MARK1	MARK_group	CAMK	SNF1	MARK	KINASE	MARK2
Q9P0L2	MARK1	MARK_group	CAMK	SNF1	/	KINASE	MARK1
Q96L34	MARK4	MARK_group	CAMK	SNF1	/	KINASE	MARK4
Q9P0L2	MARK1	MARK3_MARK2_MARK1_group	CAMK	SNF1	MARK	KINASE	MARK3
Q9P0L2	MARK1	MARK3_MARK2_MARK1_group	CAMK	SNF1	MARK	KINASE	MARK2
Q9P0L2	MARK1	MARK3_MARK2_MARK1_group	CAMK	SNF1	/	KINASE	MARK1
Q9P0L2	MARK1	MARK3	CAMK	SNF1	MARK	KINASE	MARK3
Q9P0L2	MARK1	MARK2_MARK1_group	CAMK	SNF1	MARK	KINASE	MARK2
